purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
5437,2,14.62,0.0
5438,2,16.88,0.0
5439,2,12.0,0.0
5440,2,30.38,0.0
5441,2,11.88,0.0
5442,2,37.22,0.0
5443,2,24.78,0.0
5444,2,21.38,0.0
5445,2,11.65,0.0
5446,2,18.85,0.0
5447,2,9.68,0.0
5448,2,26.55,0.0
5449,2,10.78,0.0
5450,2,15.0,0.0
5451,2,23.24,0.0
5452,2,25.18,0.0
5453,2,11.05,0.0
5454,2,12.68,0.0
5455,2,8.12,0.0
5456,2,17.45,0.0
5457,2,19.73,0.0
5458,2,8.38,0.0
5459,2,8.38,0.0
5460,2,4.04,0.0
5461,2,7.32,0.0
5462,2,11.12,0.0
5463,2,11.12,0.0
5464,2,11.62,0.0
5465,2,10.11,1.5
5466,2,26.4,0.0
5467,2,10.5,0.0
5468,2,10.73,0.0
5469,2,5.66,0.0
5470,2,13.28,0.0
5471,2,12.82,0.0
5472,2,12.05,0.0
5473,2,15.1,0.0
5474,2,19.24,0.0
5475,2,9.9,0.0
5476,2,8.9,0.0
5477,2,14.88,0.0
5478,2,11.78,0.0
5479,2,37.28,0.0
5480,2,35.82,0.0
5481,2,35.82,0.0
5482,2,36.02,0.0
5483,2,40.35,0.0
5484,2,89.07,0.0
5485,2,18.79,0.0
5486,2,3.06,0.0
5487,2,4.84,0.0
5488,2,4.16,0.0
5489,2,9.38,0.0
5490,2,4.93,0.0
5491,2,2.96,0.0
5492,2,8.54,0.0
5493,2,9.4,0.0
5494,2,15.05,0.0
5495,2,18.7,0.0
5496,2,20.93,0.0
5497,2,5.92,0.0
5498,2,5.16,0.0
5499,2,21.5,0.0
5500,2,5.42,0.0
5501,2,15.82,0.0
5502,2,8.08,0.0
5503,2,8.35,0.0
5504,2,9.98,0.0
5505,2,7.69,0.0
5506,2,11.15,0.0
5507,2,9.99,0.0
5508,2,16.2,0.0
5509,2,12.25,0.0
5510,2,10.38,0.0
5511,2,10.58,0.0
5512,2,20.73,0.0
5513,2,8.75,0.0
5514,2,8.12,0.0
5515,2,13.1,0.0
5516,2,12.52,0.0
5517,2,25.58,0.0
5518,2,19.35,0.5
5519,2,8.05,0.0
5520,2,5.36,0.0
5521,2,5.99,0.0
5522,2,10.18,0.0
5523,2,10.18,0.0
5524,2,8.5,0.0
5525,2,13.6,0.0
5526,2,4.39,0.0
5527,2,2.96,0.0
5528,2,3.76,0.0
5529,2,16.65,0.0
5530,2,6.15,0.0
5531,2,4.6,0.0
5532,2,9.98,0.0
5533,2,10.93,0.0
5534,2,6.59,0.0
5535,2,7.65,0.0
5536,2,9.76,0.0
5537,2,3.16,0.0
5538,2,5.59,0.0
5539,2,16.12,0.0
5540,2,9.28,0.0
5541,2,12.18,0.0
5542,2,9.85,0.0
5543,2,8.47,0.0
5544,2,32.25,0.0
5545,2,12.12,0.0
5546,2,5.56,0.0
5547,2,5.79,0.0
5548,2,19.66,0.0
5549,2,7.83,0.0
5550,2,3.34,0.5
5551,2,8.32,0.0
5552,2,12.3,0.0
5553,2,8.55,0.0
5554,2,9.36,0.0
5555,2,20.04,0.0
5556,2,13.28,0.0
5557,2,29.45,0.0
5558,2,10.98,0.0
5559,2,12.52,0.0
5560,2,15.94,0.0
5561,2,6.64,0.0
5562,2,10.64,0.0
5563,2,4.8,0.0
5564,2,12.62,0.0
5565,2,8.05,0.0
5566,2,6.58,0.0
5567,2,7.54,0.0
5568,2,15.42,0.0
5569,2,18.75,0.0
5570,2,13.88,0.0
5571,2,13.38,0.0
5572,2,8.57,0.0
5573,2,6.38,0.0
5574,2,5.8,0.0
5575,2,10.38,0.0
5576,2,10.8,0.0
5577,2,12.19,0.0
5578,2,9.55,0.0
5579,2,13.08,0.0
5580,2,9.98,0.0
5581,2,9.9,0.0
5582,2,9.9,0.0
5583,2,13.92,0.0
5584,2,8.93,0.0
5585,2,9.78,0.0
5586,2,10.15,0.0
5587,2,8.46,0.0
5588,2,8.46,0.0
5589,2,10.53,0.0
5590,1,7.5,0.0
5591,1,7.95,0.0
5592,1,14.85,0.0
5593,1,2.08,0.0
5594,1,2.08,0.0
5595,1,4.16,0.0
5596,1,10.5,0.0
5597,1,5.9,0.0
5598,1,0.42,0.0
5599,1,5.07,0.0
5600,1,0.42,0.0
5601,1,3.75,0.0
5602,1,3.75,0.0
5603,1,8.75,0.0
5604,1,1.25,0.0
5605,1,1.25,0.0
5606,1,1.7,0.0
5607,1,1.7,0.0
5608,1,1.7,0.0
5609,1,2.5,0.0
5610,1,11.25,0.0
5611,1,2.5,0.0
5612,1,3.3,0.0
5613,1,6.25,0.0
5614,1,6.25,0.0
5615,1,7.5,0.0
5616,1,7.5,0.0
5617,1,2.95,0.0
5618,1,1.65,0.0
5619,1,1.65,0.0
5620,1,3.12,0.0
5621,1,3.12,0.0
5622,1,18.75,0.0
5623,1,12.5,0.0
5624,1,9.9,0.0
5625,1,8.75,0.0
5626,1,4.25,0.0
5627,1,4.25,0.0
5628,1,2.08,0.0
5629,1,4.95,0.0
5630,1,15.0,0.0
5631,1,8.7,0.0
5632,1,8.7,0.0
5633,1,8.7,0.0
5634,1,8.7,0.0
5635,1,8.7,0.0
5636,1,8.7,0.0
5637,1,9.9,0.0
5638,1,9.9,0.0
5639,1,4.95,0.0
5640,1,12.6,0.0
5641,1,3.36,0.0
5642,1,5.9,0.0
5643,1,11.8,0.0
5644,1,3.3,4.0
5645,1,12.75,0.0
5646,1,0.85,0.0
5647,1,2.49,0.0
5648,1,3.75,0.0
5649,1,7.95,0.0
5650,1,1.65,0.0
5651,1,6.25,0.0
5652,1,7.65,0.0
5653,1,0.55,0.0
5654,1,4.95,0.0
5655,1,4.95,0.0
5656,1,1.95,0.0
5657,1,1.45,0.0
5658,1,4.2,0.0
5659,1,10.2,0.0
5660,1,9.95,0.0
5661,1,2.5,0.0
5662,1,2.55,0.0
5663,1,1.26,0.0
5664,1,0.78,0.0
5665,1,0.78,0.0
5666,1,1.66,0.0
5667,1,1.3,0.0
5668,1,10.15,0.0
5669,1,8.25,0.0
5670,1,4.15,0.0
5671,1,1.7,0.0
5672,1,1.25,0.0
5673,1,1.25,0.0
5674,1,1.25,0.0
5675,1,19.92,0.0
5676,1,3.78,0.0
5677,1,4.95,0.0
5678,1,9.95,0.0
5679,1,5.9,0.0
5680,1,2.55,0.0
5681,1,4.98,0.0
5682,1,0.84,0.0
5683,1,2.1,0.0
5684,1,1.45,0.0
5685,1,2.88,0.0
5686,1,7.95,0.0
5687,1,20.85,0.0
5688,1,4.95,0.0
5689,1,3.75,0.0
5690,1,3.75,0.0
5691,1,6.25,0.0
5692,1,2.55,0.0
5693,1,5.85,0.0
5694,1,4.35,0.0
5695,1,2.9,0.0
5696,1,1.45,0.0
5697,1,4.35,0.0
5698,1,2.9,0.0
5699,1,23.0,0.0
5700,1,7.6,0.0
5701,1,5.95,0.0
5702,1,0.55,0.0
5703,1,0.55,0.0
5704,1,0.55,0.0
5705,1,1.7,0.0
5706,1,0.42,0.0
5707,1,2.5,0.0
5708,1,1.25,0.0
5709,1,1.25,0.0
5710,1,1.17,0.0
5711,1,0.84,0.0
5712,1,0.84,0.0
5713,1,0.84,0.0
5714,1,1.65,0.0
5715,1,1.25,0.0
5716,1,0.65,0.0
5717,1,2.08,0.0
5718,1,6.25,0.0
5719,1,2.5,0.0
5720,1,3.75,0.0
5721,1,3.75,0.0
5722,1,3.75,0.0
5723,1,3.75,0.0
5724,1,5.0,0.0
5725,1,1.25,0.0
5726,1,6.76,0.0
5727,1,2.08,0.0
5728,1,2.95,0.0
5729,1,4.95,0.0
5730,1,1.25,0.0
5731,1,4.95,0.0
5732,1,8.5,0.0
5733,1,5.0,0.0
5734,1,5.0,0.0
5735,1,9.9,0.0
5736,1,4.95,0.0
5737,1,2.95,0.0
5738,1,14.85,0.0
5739,1,7.5,0.0
5740,1,4.25,0.0
5741,1,8.5,0.0
5742,1,4.35,0.0
5743,1,31.8,0.0
5744,1,8.4,0.0
5745,1,3.95,0.0
5746,1,8.4,0.0
5747,1,5.9,0.0
5748,1,14.45,0.0
5749,1,3.16,2.0
5750,1,7.5,0.0
5751,1,8.25,0.0
5752,1,4.25,0.0
5753,1,12.5,0.0
5754,1,17.7,0.0
5755,1,11.8,0.0
5756,1,25.0,0.0
5757,1,16.5,0.0
5758,1,25.5,0.0
5759,1,4.25,0.0
5760,1,17.0,0.0
5761,1,8.25,0.0
5762,1,25.0,0.0
5763,1,16.5,0.0
5764,1,16.5,0.0
5765,1,3.3,0.0
5766,1,3.3,0.0
5767,1,4.35,0.0
5768,1,9.3,0.0
5769,1,1.25,0.0
5770,1,5.8,0.0
5771,1,4.95,0.0
5772,1,3.3,0.0
5773,1,1.65,0.0
5774,1,2.25,0.0
5775,1,1.7,0.0
5776,1,2.95,0.0
5777,1,2.95,0.0
5778,1,0.85,0.0
5779,1,15.9,0.0
5780,1,14.85,0.0
5781,1,3.75,0.0
5782,1,9.95,0.0
5783,1,1.69,0.0
5784,1,0.42,0.0
5785,1,6.25,0.0
5786,1,1.45,0.0
5787,1,2.08,0.0
5788,1,2.25,0.0
5789,1,2.49,0.0
5790,1,1.65,0.0
5791,1,3.75,0.0
5792,1,12.16,0.0
5793,1,1.25,0.0
5794,1,6.95,0.0
5795,1,0.42,0.0
5796,1,2.52,0.0
5797,1,5.1,0.0
5798,1,10.08,0.0
5799,1,7.8,0.0
5800,1,2.5,0.0
5801,1,2.5,0.0
5802,1,0.55,0.0
5803,1,1.1,0.0
5804,1,1.25,0.0
5805,1,1.25,0.0
5806,1,4.15,0.0
5807,1,8.25,0.0
5808,1,2.9,0.0
5809,1,20.8,1.0
5810,1,3.75,0.0
5811,1,7.5,0.0
5812,1,7.5,0.0
5813,1,2.25,0.0
5814,1,3.75,0.0
5815,1,5.78,0.0
5816,1,2.25,0.0
5817,1,6.75,0.0
5818,1,1.65,0.0
5819,1,1.25,0.0
5820,1,3.75,0.0
5821,1,1.45,0.0
5822,1,6.75,0.0
5823,1,2.95,0.0
5824,1,34.5,0.0
5825,1,5.95,0.0
5826,1,4.95,0.0
5827,1,20.8,0.0
5828,1,15.0,0.0
5829,1,3.75,0.0
5830,1,1.69,0.0
5831,1,2.95,0.0
5832,1,1.65,0.0
5833,1,2.55,0.0
5834,1,2.5,0.0
5835,1,8.82,0.0
5836,1,2.9,0.0
5837,1,2.9,0.0
5838,1,8.5,0.0
5839,1,2.9,0.0
5840,1,12.48,0.0
5841,1,29.7,0.0
5842,1,3.75,0.0
5843,1,12.5,0.0
5844,1,2.55,0.0
5845,1,5.1,0.0
5846,1,3.9,0.0
5847,1,2.9,0.0
5848,1,2.5,0.0
5849,1,8.75,0.0
5850,1,8.75,0.0
5851,1,12.5,0.0
5852,1,2.95,0.0
5853,1,6.25,0.0
5854,1,1.65,0.0
5855,1,4.95,0.0
5856,1,3.75,0.0
5857,1,12.5,0.0
5858,1,1.25,0.0
5859,1,4.25,0.0
5860,1,3.75,0.0
5861,1,3.75,0.0
5862,1,8.5,0.0
5863,1,3.75,0.0
5864,1,14.45,0.0
5865,1,2.49,0.0
5866,1,4.2,0.0
5867,1,1.69,0.0
5868,1,2.9,0.0
5869,1,1.65,0.0
5870,1,12.75,0.0
5871,1,1.45,2.0
5872,1,3.3,0.0
5873,1,2.9,0.0
5874,1,2.5,0.0
5875,1,3.4,0.0
5876,1,5.78,0.0
5877,1,4.95,0.0
5878,1,0.83,0.0
5879,1,12.75,0.0
5880,1,2.95,0.0
5881,1,4.25,0.0
5882,1,2.55,0.0
5883,1,4.95,0.0
5884,1,4.95,0.0
5885,1,4.2,0.0
5886,1,2.55,0.0
5887,1,4.95,0.0
5888,1,4.65,0.0
5889,1,3.25,0.0
5890,1,8.4,0.0
5891,1,1.1,0.0
5892,1,1.25,0.0
5893,1,2.25,0.0
5894,1,2.25,0.0
5895,1,2.25,0.0
5896,1,4.25,0.0
5897,1,1.65,0.0
5898,1,2.25,0.0
5899,1,1.65,0.0
5900,1,1.65,0.0
5901,1,2.08,0.0
5902,1,2.08,0.0
5903,1,2.08,0.0
5904,1,9.9,0.0
5905,1,1.25,0.0
5906,1,5.95,0.0
5907,1,2.55,0.0
5908,1,0.42,0.0
5909,1,2.55,0.0
5910,1,1.65,0.0
5911,1,1.65,0.0
5912,1,1.65,0.0
5913,1,1.65,0.0
5914,1,1.65,0.0
5915,1,0.85,0.0
5916,1,5.0,0.0
5917,1,2.08,0.0
5918,1,0.84,0.0
5919,1,2.1,0.0
5920,1,3.75,0.0
5921,1,1.25,0.0
5922,1,0.84,0.0
5923,1,0.85,0.0
5924,1,0.85,0.0
5925,1,0.42,0.0
5926,1,2.55,0.0
5927,1,1.65,0.0
5928,1,0.84,0.0
5929,1,8.85,0.0
5930,1,0.85,0.0
5931,1,2.95,0.0
5932,1,1.66,0.0
5933,1,8.32,0.0
5934,1,1.65,0.0
5935,1,4.95,0.0
5936,1,4.95,0.0
5937,1,6.25,0.0
5938,1,4.95,0.0
5939,1,8.64,0.0
5940,1,5.8,0.0
5941,1,4.65,0.0
5942,1,10.5,0.0
5943,1,10.5,0.0
5944,1,3.75,0.0
5945,1,18.75,0.0
5946,1,7.5,0.0
5947,1,5.9,0.0
5948,1,11.8,0.0
5949,1,4.16,0.0
5950,1,8.25,0.0
5951,1,4.95,0.0
5952,1,3.75,0.0
5953,1,3.75,0.0
5954,1,2.55,0.0
5955,1,2.5,0.0
5956,1,4.16,0.0
5957,1,8.25,0.0
5958,1,4.16,0.0
5959,1,4.16,0.0
5960,1,4.16,0.0
5961,1,8.25,0.0
5962,1,5.9,0.0
5963,1,3.75,0.0
5964,1,9.9,0.0
5965,1,9.9,0.0
5966,1,3.75,0.0
5967,1,25.0,0.0
5968,1,31.25,0.0
5969,1,6.25,0.0
5970,1,3.75,0.0
5971,1,9.9,0.0
5972,1,17.34,0.0
5973,1,2.9,2.0
5974,1,1.45,0.0
5975,1,1.55,0.0
5976,1,3.75,0.0
5977,1,1.65,0.0
5978,1,2.5,0.0
5979,1,0.42,0.0
5980,1,3.75,0.0
5981,1,0.58,0.0
5982,1,1.25,0.0
5983,1,3.75,0.0
5984,1,1.65,0.0
5985,1,1.25,0.0
5986,1,10.2,0.0
5987,1,2.55,0.0
5988,1,1.65,0.0
5989,1,1.25,0.0
5990,1,1.25,0.0
5991,1,1.7,0.0
5992,1,1.25,0.0
5993,1,15.0,0.0
5994,1,6.95,0.0
5995,1,2.55,0.0
5996,1,3.35,0.0
5997,1,0.85,0.0
5998,1,1.1,0.0
5999,1,0.55,0.0
6000,1,0.55,0.0
6001,1,3.75,0.0
6002,1,3.75,0.0
6003,1,2.95,0.0
6004,1,0.55,0.0
6005,1,2.5,0.0
6006,1,38.25,0.0
6007,1,3.75,0.0
6008,1,4.95,0.0
6009,1,7.5,0.0
6010,1,2.55,0.0
6011,1,5.95,0.0
6012,1,118.8,0.0
6013,1,0.42,0.0
6014,1,1.69,0.0
6015,1,2.49,0.0
6016,1,4.95,0.0
6017,1,1.95,0.0
6018,1,1.25,0.0
6019,1,1.65,0.0
6020,1,1.7,0.0
6021,1,1.45,0.0
6022,1,7.95,0.0
6023,1,3.9,0.0
6024,1,3.75,0.0
6025,1,0.42,0.0
6026,1,9.9,0.0
6027,1,8.32,0.0
6028,1,1.45,0.0
6029,1,1.45,0.0
6030,1,1.45,0.0
6031,1,8.5,0.0
6032,1,1.45,0.0
6033,1,2.1,0.0
6034,1,8.7,0.0
6035,1,9.95,0.0
6036,1,6.25,0.0
6037,1,4.95,0.0
6038,1,6.3,0.0
6039,1,14.85,0.0
6040,1,4.2,0.0
6041,1,2.1,0.0
6042,1,4.2,0.0
6043,1,2.1,0.0
6044,1,4.2,0.0
6045,1,5.07,0.0
6046,1,4.35,0.0
6047,1,2.08,0.0
6048,1,1.65,0.0
6049,1,4.95,0.0
6050,1,8.25,0.0
6051,1,8.25,0.0
6052,1,8.25,0.0
6053,1,1.25,0.0
6054,1,1.3,0.0
6055,1,0.65,0.0
6056,1,0.65,0.0
6057,1,1.7,0.0
6058,1,1.7,0.0
6059,1,1.7,0.0
6060,1,8.75,2.0
6061,1,10.0,0.0
6062,1,1.25,0.0
6063,1,1.25,0.0
6064,1,1.25,0.0
6065,1,10.0,0.0
6066,1,0.85,0.0
6067,1,0.29,0.0
6068,1,1.45,0.0
6069,1,0.58,0.0
6070,1,0.85,0.0
6071,1,0.85,0.0
6072,1,0.85,0.0
6073,1,3.75,0.0
6074,1,6.25,0.0
6075,1,3.75,0.0
6076,1,3.75,0.0
6077,1,16.64,0.0
6078,1,2.08,0.0
6079,1,12.48,0.0
6080,1,2.08,0.0
6081,1,2.08,0.0
6082,1,2.95,0.0
6083,1,8.85,0.0
6084,1,1.25,0.0
6085,1,7.9,0.0
6086,1,4.95,0.0
6087,1,4.95,0.0
6088,1,5.9,0.0
6089,1,4.95,0.0
6090,1,4.95,0.0
6091,1,8.25,0.0
6092,1,6.6,0.0
6093,1,2.5,0.0
6094,1,7.5,0.0
6095,1,4.95,0.0
6096,1,6.25,0.0
6097,1,1.45,0.0
6098,1,2.95,0.0
6099,1,0.79,0.0
6100,1,6.95,0.0
6101,1,1.65,0.0
6102,1,4.95,0.0
6103,1,17.9,0.0
6104,1,5.95,0.0
6105,1,7.5,0.0
6106,1,3.3,0.0
6107,1,10.95,0.0
6108,1,10.95,0.0
6109,1,14.85,0.0
6110,1,9.95,0.0
6111,1,3.16,0.0
6112,1,4.35,0.0
6113,1,3.9,0.0
6114,1,7.5,0.0
6115,1,11.8,0.0
6116,1,1.69,0.0
6117,1,2.95,0.0
6118,1,6.6,0.0
6119,1,8.85,0.0
6120,1,19.9,0.0
6121,1,2.5,0.0
6122,1,7.95,0.0
6123,1,3.4,0.0
6124,1,3.9,0.0
6125,1,4.95,0.0
6126,1,2.95,0.0
6127,1,2.95,0.0
6128,1,6.24,0.0
6129,1,7.95,0.0
6130,1,5.9,0.0
6131,1,7.5,0.0
6132,1,0.55,0.0
6133,1,1.65,0.0
6134,1,1.1,0.0
6135,1,1.25,0.0
6136,1,0.55,0.0
6137,1,0.83,0.0
6138,1,0.85,0.0
6139,1,1.26,0.0
6140,1,2.52,0.0
6141,1,1.56,0.0
6142,1,1.25,0.0
6143,1,2.55,0.0
6144,1,4.25,0.0
6145,1,4.95,0.0
6146,1,2.95,0.0
6147,1,3.75,0.0
6148,1,2.1,0.0
6149,1,4.25,0.0
6150,1,0.39,0.0
6151,1,1.45,0.0
6152,1,0.55,0.0
6153,1,2.55,0.0
6154,1,2.55,0.0
6155,1,0.85,0.0
6156,1,5.1,0.0
6157,1,2.08,0.0
6158,1,6.24,0.0
6159,1,3.75,0.0
6160,1,1.65,0.0
6161,1,0.42,0.0
6162,1,4.95,0.0
6163,1,3.75,0.0
6164,1,0.55,0.0
6165,1,2.37,0.0
6166,1,8.25,0.0
6167,1,1.45,0.0
6168,1,1.45,0.0
6169,1,1.45,0.0
6170,1,3.25,0.0
6171,1,8.25,0.0
6172,1,1.45,0.0
6173,1,8.64,3.0
6174,1,8.25,0.0
6175,1,0.85,0.0
6176,1,31.25,0.0
6177,1,2.55,0.0
6178,1,6.25,0.0
6179,1,4.95,0.0
6180,1,5.95,0.0
6181,1,19.8,0.0
6182,1,14.85,0.0
6183,1,14.85,0.0
6184,1,4.95,0.0
6185,1,4.95,0.0
6186,1,4.95,0.0
6187,1,24.75,0.0
6188,1,21.25,0.0
6189,1,4.95,0.0
6190,1,8.25,0.0
6191,1,6.24,0.0
6192,1,6.25,0.0
6193,1,12.48,0.0
6194,1,6.24,0.0
6195,1,6.25,0.0
6196,1,6.24,0.0
6197,1,20.85,0.0
6198,1,4.25,0.0
6199,1,6.25,0.0
6200,1,6.24,0.0
6201,1,19.8,0.0
6202,1,11.55,0.0
6203,1,10.15,0.0
6204,1,1.65,0.0
6205,1,1.65,0.0
6206,1,21.0,0.0
6207,1,2.95,0.0
6208,1,12.5,0.0
6209,1,1.25,0.0
6210,1,1.25,0.0
6211,1,1.66,0.0
6212,1,4.16,0.0
6213,1,9.9,0.0
6214,1,4.95,0.0
6215,1,1.95,0.0
6216,1,0.42,0.0
6217,1,2.95,0.0
6218,1,2.5,0.0
6219,1,4.95,0.0
6220,1,1.69,0.0
6221,1,1.25,0.0
6222,1,1.25,0.0
6223,1,1.66,0.0
6224,1,0.83,0.0
6225,1,2.5,0.0
6226,1,1.25,0.0
6227,1,1.25,0.0
6228,1,6.25,0.0
6229,1,8.25,0.0
6230,1,2.55,0.0
6231,1,1.7,0.0
6232,1,1.65,0.0
6233,1,4.95,0.0
6234,1,1.65,0.0
6235,1,9.95,0.0
6236,1,7.5,0.0
6237,1,4.25,0.0
6238,1,4.95,0.0
6239,1,5.0,0.0
6240,1,6.75,0.0
6241,1,0.65,0.0
6242,1,2.1,0.0
6243,1,1.25,0.0
6244,1,1.25,0.0
6245,1,2.5,0.0
6246,1,3.3,0.0
6247,1,2.08,0.0
6248,1,12.48,0.0
6249,1,4.16,0.0
6250,1,1.1,0.0
6251,1,0.55,0.0
6252,1,0.55,0.0
6253,1,0.55,0.0
6254,1,1.65,0.0
6255,1,6.25,0.0
6256,1,12.75,0.0
6257,1,30.6,0.0
6258,1,3.25,0.0
6259,1,6.5,0.0
6260,1,25.0,0.0
6261,1,10.2,0.0
6262,1,7.8,0.0
6263,1,3.75,0.0
6264,1,2.49,0.0
6265,1,0.83,0.0
6266,1,1.45,0.0
6267,1,2.55,0.0
6268,1,4.95,0.0
6269,1,19.9,0.0
6270,1,0.85,0.0
6271,1,1.26,0.0
6272,1,1.68,0.0
6273,1,3.75,0.0
6274,1,1.25,0.0
6275,1,2.49,0.0
6276,1,3.75,0.0
6277,1,3.4,0.0
6278,1,2.55,0.0
6279,1,4.25,0.0
6280,1,1.26,0.0
6281,1,1.26,0.0
6282,1,33.8,0.0
6283,1,6.25,0.0
6284,1,2.95,0.0
6285,1,1.58,0.0
6286,1,0.42,0.0
6287,1,5.0,0.0
6288,1,1.16,0.0
6289,1,1.45,0.0
6290,1,1.45,0.0
6291,1,12.5,0.0
6292,1,2.08,0.0
6293,1,2.89,0.0
6294,1,0.42,0.0
6295,1,2.95,0.0
6296,1,5.0,0.0
6297,1,12.75,0.0
6298,1,3.9,0.0
6299,1,10.5,0.0
6300,1,15.0,0.0
6301,1,1.65,0.0
6302,1,4.95,0.0
6303,1,9.9,0.0
6304,1,10.14,0.0
6305,1,0.79,0.0
6306,1,0.79,0.0
6307,1,5.9,0.0
6308,1,5.9,0.0
6309,1,9.9,0.0
6310,1,8.75,0.0
6311,1,4.2,0.0
6312,1,1.74,0.0
6313,1,6.75,0.0
6314,1,10.4,0.0
6315,1,6.24,0.0
6316,1,2.5,0.0
6317,1,2.5,0.0
6318,1,2.5,0.0
6319,1,4.95,0.0
6320,1,8.75,0.0
6321,1,8.75,0.0
6322,1,8.75,0.0
6323,1,8.75,0.0
6324,1,11.9,0.0
6325,1,2.95,0.0
6326,1,3.4,0.0
6327,1,5.1,0.0
6328,1,14.85,0.0
6329,1,10.2,0.0
6330,1,28.8,0.0
6331,1,3.38,0.0
6332,1,2.55,0.0
6333,1,1.65,0.0
6334,1,6.75,0.0
6335,1,2.95,0.0
6336,1,1.95,0.0
6337,1,5.95,0.0
6338,1,15.9,0.0
6339,1,0.85,0.0
6340,1,0.85,0.0
6341,1,4.95,0.0
6342,1,5.95,0.0
6343,1,1.25,0.0
6344,1,0.42,0.0
6345,1,0.42,0.0
6346,1,1.26,0.0
6347,1,2.95,0.0
6348,1,0.84,0.0
6349,1,1.25,0.0
6350,1,0.85,0.0
6351,1,4.15,0.0
6352,1,2.5,0.0
6353,1,2.55,0.0
6354,1,2.08,0.0
6355,1,0.85,0.0
6356,1,0.84,0.0
6357,1,0.84,0.0
6358,1,3.75,0.0
6359,1,27.3,0.0
6360,1,4.16,0.0
6361,1,7.95,0.0
6362,1,12.75,0.0
6363,1,9.95,0.0
6364,1,2.08,0.0
6365,1,2.08,0.0
6366,1,8.4,0.0
6367,1,3.75,0.0
6368,1,15.0,0.0
6369,1,0.83,0.0
6370,1,2.5,0.0
6371,1,2.5,0.0
6372,1,2.5,0.0
6373,1,6.25,0.0
6374,1,9.9,0.0
6375,1,6.25,0.0
6376,1,3.75,0.0
6377,1,3.75,0.0
6378,1,19.9,0.0
6379,1,1.45,0.0
6380,1,6.2,0.0
6381,1,2.55,1.0
6382,1,4.95,0.0
6383,1,2.5,0.0
6384,1,1.58,0.0
6385,1,4.15,0.0
6386,1,3.75,0.0
6387,1,3.75,0.0
6388,1,1.25,0.0
6389,1,4.15,0.0
6390,1,6.6,0.0
6391,1,6.25,0.0
6392,1,0.83,0.0
6393,1,4.56,0.0
6394,1,2.08,0.0
6395,1,3.3,0.0
6396,1,3.3,0.0
6397,1,5.95,0.0
6398,1,6.75,0.0
6399,1,1.25,0.0
6400,1,1.65,0.0
6401,1,1.69,0.0
6402,1,1.65,0.0
6403,1,1.25,0.0
6404,1,1.65,0.0
6405,1,1.65,0.0
6406,1,0.55,0.0
6407,1,7.5,0.0
6408,1,0.84,0.0
6409,1,0.85,0.0
6410,1,2.95,0.0
6411,1,7.5,0.0
6412,1,0.85,0.0
6413,1,2.95,0.0
6414,1,0.42,0.0
6415,1,1.68,0.0
6416,1,1.65,0.0
6417,1,0.42,0.0
6418,1,5.1,0.0
6419,1,1.65,0.0
6420,1,0.84,0.0
6421,1,4.16,0.0
6422,1,5.78,0.0
6423,1,1.25,0.0
6424,1,0.42,0.0
6425,1,2.55,0.0
6426,1,4.2,0.0
6427,1,4.95,0.0
6428,1,2.1,0.0
6429,1,1.25,0.0
6430,1,1.1,0.0
6431,1,0.84,0.0
6432,1,0.42,0.0
6433,1,1.68,0.0
6434,1,1.68,0.0
6435,1,0.42,0.0
6436,1,0.85,0.0
6437,1,0.85,0.0
6438,1,10.2,0.0
6439,1,3.75,0.0
6440,1,16.64,0.0
6441,1,1.25,0.0
6442,1,0.29,0.0
6443,1,2.9,0.0
6444,1,1.7,0.0
6445,1,1.25,0.0
6446,1,1.25,0.0
6447,1,1.25,0.0
6448,1,0.78,0.0
6449,1,4.95,0.0
6450,1,1.25,0.0
6451,1,1.25,0.0
6452,1,3.75,0.0
6453,1,2.08,0.0
6454,1,4.95,0.0
6455,1,1.25,0.0
6456,1,3.75,0.0
6457,1,1.95,0.0
6458,1,1.65,0.0
6459,1,2.1,0.0
6460,1,4.95,0.0
6461,1,20.8,2.0
6462,1,20.8,0.0
6463,1,30.0,0.0
6464,1,45.0,0.0
6465,1,29.7,0.0
6466,1,59.4,0.0
6467,1,8.25,0.0
6468,1,9.95,0.0
6469,1,2.1,0.0
6470,1,2.55,0.0
6471,1,0.42,0.0
6472,1,3.75,0.0
6473,1,0.42,0.0
6474,1,0.85,0.0
6475,1,6.25,0.0
6476,1,3.3,0.0
6477,1,1.65,0.0
6478,1,9.9,0.0
6479,1,4.16,0.0
6480,1,1.65,0.0
6481,1,8.32,0.0
6482,1,1.65,0.0
6483,1,1.65,0.0
6484,1,2.95,0.0
6485,1,2.95,0.0
6486,1,3.3,0.0
6487,1,5.0,0.0
6488,1,6.6,0.0
6489,1,1.3,0.0
6490,1,2.95,0.0
6491,1,8.7,0.0
6492,1,5.95,0.0
6493,1,2.08,0.0
6494,1,12.5,0.0
6495,1,3.29,0.0
6496,1,10.5,0.0
6497,1,2.55,0.0
6498,1,1.7,0.0
6499,1,4.95,0.0
6500,1,0.42,0.0
6501,1,0.84,0.0
6502,1,0.84,0.0
6503,1,0.42,0.0
6504,1,0.42,0.0
6505,1,4.95,0.0
6506,1,1.25,0.0
6507,1,1.7,0.0
6508,1,3.75,0.0
6509,1,2.5,0.0
6510,1,0.84,0.0
